id_accs,id_prop
0012A00002AXHJUQA5,a0I2A00000XuGHiUAN
0012A00002AXHJUQA5,a0I2A00000XuGHmUAN
0012A00002AXHJUQA5,a0I2A00000XwurhUAB
0012A00002AXHJUQA5,a0I2A00000XxENhUAN
0012A00002AXHJUQA5,a0I2A00000XxEwlUAF
0012A00002AXHJUQA5,a0I2A00000XxF2cUAF
0012A00002AXHJUQA5,a0I2A00000XQGtnUAH
0012A00002AXHJUQA5,a0I2A00000XQIF0UAP
0012A00002AXHJUQA5,a0I2A00000XQJahUAH
0012A00002AXHJUQA5,a0I2A00000XQJzWUAX
0012A00002AXHJUQA5,a0I2A00000XQK1QUAX
0012A00002AXHJUQA5,a0I2A00000XQJzjUAH
0012A00002AXHJUQA5,a0I2A00000XQK8ZUAX
0012A00002AXHJUQA5,a0I2A00000XQKoMUAX
0012A00002AXHJUQA5,a0I2A00000XQKqHUAX
0012A00002AXHJUQA5,a0I2A00000XQS8hUAH
0012A00002AXHJUQA5,a0I2A00000XQTp8UAH
0012A00002AXHJUQA5,a0I2A00000XQWRIUA5
0012A00002AXHJUQA5,a0I2A00000XQdLDUA1
0012A00002AXHJUQA5,a0I2A00000XQiBnUAL
0012A00002AXHJUQA5,a0I2A00000XQiBwUAL
0012A00002AXHJUQA5,a0I2A00000Xu972UAB
0012A00002AXHJUQA5,a0I2A00000XuO8cUAF
0012A00002AXHJUQA5,a0I2A00000XuTE8UAN
0012A00002AXHJUQA5,a0I2A00000XuTMGUA3
0012A00002AXHJUQA5,a0I2A00000XQHTuUAP
0012A00002AXHJUQA5,a0I2A00000YIeyqUAD
0012A00002AXHJUQA5,a0I2A00000YIfRRUA1
0012A00002AXHJUQA5,a0I2A00000YIfCLUA1
0012A00002AXHJUQA5,a0I2A00000YIfDaUAL
0012A00002AXHJUQA5,a0I2A00000YIfETUA1
0012A00002AXHJUQA5,a0I2A00000YIfJSUA1
0012A00002AXHJUQA5,a0I2A00000XwJvPUAV
0012A00002AXHJUQA5,a0I2A00000XwOdgUAF
0012A00002AXHJUQA5,a0I2A00000XwRi9UAF
0012A00002AXHJUQA5,a0I2A00000XwYVSUA3
0012A00002AXHJUQA5,a0I2A00000XwZTMUA3
0012A00002AXHJUQA5,a0I2A00000XwgRyUAJ
0012A00002AXHJUQA5,a0I2A00000XwOeTUAV
0012A00002AXHJUQA5,a0I2A00000YSboHUAT
0012A00002AXHJUQA5,a0I2A00000YSbsyUAD
0012A00002AXHJUQA5,a0I2A00000YSbyPUAT
0012A00002AXHJUQA5,a0I2A00000YSc4ZUAT
0012A00002AXHJUQA5,a0I2A00000YSc4dUAD
0012A00002AXHJUQA5,a0I2A00000Y5ltBUAR
0012A00002AXHJUQA5,a0I2A00000XwVw8UAF
0012A00002AXHJUQA5,a0I2A00000XwOIEUA3
0012A00002AXHJUQA5,a0I2A00000ZGJz9UAH
0012A00002AXHJUQA5,a0I2A00000XQdICUA1
0012A00002AXHJUQA5,a0I2A00000XuYntUAF
0012A00002AXHJUQA5,a0I2A00000XQGKsUAP
0012A00002AXHJUQA5,a0I2A00000XQH66UAH
0012A00002AXHJUQA5,a0I2A00000XQHN3UAP
0012A00002AXHJUQA5,a0I2A00000XQHTYUA5
0012A00002AXHJUQA5,a0I2A00000XQHc8UAH
0012A00002AXHJUQA5,a0I2A00000XQHdPUAX
0012A00002AXHJUQA5,a0I2A00000XQHk4UAH
0012A00002AXHJUQA5,a0I2A00000XQHorUAH
0012A00002AXHJUQA5,a0I2A00000XQHuPUAX
0012A00002AXHJUQA5,a0I2A00000XQHuhUAH
0012A00002AXHJUQA5,a0I2A00000XQI4OUAX
0012A00002AXHJUQA5,a0I2A00000XQIJLUA5
0012A00002AXHJUQA5,a0I2A00000XQIwaUAH
0012A00002AXHJUQA5,a0I2A00000XQJ0PUAX
0012A00002AXHJUQA5,a0I2A00000XQJElUAP
0012A00002AXHJUQA5,a0I2A00000XQJBZUA5
0012A00002AXHJUQA5,a0I2A00000XQJO8UAP
0012A00002AXHJUQA5,a0I2A00000XQJPlUAP
0012A00002AXHJUQA5,a0I2A00000XQJT7UAP
0012A00002AXHJUQA5,a0I2A00000XQK8hUAH
0012A00002AXHJUQA5,a0I2A00000XQKEWUA5
0012A00002AXHJUQA5,a0I2A00000XQKTwUAP
0012A00002AXHJUQA5,a0I2A00000XQKiaUAH
0012A00002AXHJUQA5,a0I2A00000XQKd5UAH
0012A00002AXHJUQA5,a0I2A00000XQKuxUAH
0012A00002AXHJUQA5,a0I2A00000XQL2rUAH
0012A00002AXHJUQA5,a0I2A00000XQLFWUA5
0012A00002AXHJUQA5,a0I2A00000XQLvVUAX
0012A00002AXHJUQA5,a0I2A00000XQM2xUAH
0012A00002AXHJUQA5,a0I2A00000XQM42UAH
0012A00002AXHJUQA5,a0I2A00000XQSg6UAH
0012A00002AXHJUQA5,a0I2A00000XQT7WUAX
0012A00002AXHJUQA5,a0I2A00000XQZvuUAH
0012A00002AXHJUQA5,a0I2A00000XQczaUAD
0012A00002AXHJUQA5,a0I2A00000XQetLUAT
0012A00002AXHJUQA5,a0I2A00000XQev5UAD
0012A00002AXHJUQA5,a0I2A00000XuAObUAN
0012A00002AXHJUQA5,a0I2A00000XuBBHUA3
0012A00002AXHJUQA5,a0I2A00000XuBv8UAF
0012A00002AXHJUQA5,a0I2A00000XuDKrUAN
0012A00002AXHJUQA5,a0I2A00000XuF5JUAV
0012A00002AXHJUQA5,a0I2A00000XuFnpUAF
0012A00002AXHJUQA5,a0I2A00000XuGOkUAN
0012A00002AXHJUQA5,a0I2A00000XuHGKUA3
0012A00002AXHJUQA5,a0I2A00000XuHRMUA3
0012A00002AXHJUQA5,a0I2A00000XuI1BUAV
0012A00002AXHJUQA5,a0I2A00000XuKOuUAN
0012A00002AXHJUQA5,a0I2A00000XuKSXUA3
0012A00002AXHJUQA5,a0I2A00000XuL5dUAF
0012A00002AXHJUQA5,a0I2A00000XuOLHUA3
0012A00002AXHJUQA5,a0I2A00000XuOZeUAN
0012A00002AXHJUQA5,a0I2A00000XuPMEUA3
0012A00002AXHJUQA5,a0I2A00000XuSI7UAN
0012A00002AXHJUQA5,a0I2A00000XuU1hUAF
0012A00002AXHJUQA5,a0I2A00000XwI1oUAF
0012A00002AXHJUQA5,a0I2A00000XwIE5UAN
0012A00002AXHJUQA5,a0I2A00000XwKh3UAF
0012A00002AXHJUQA5,a0I2A00000XwN7YUAV
0012A00002AXHJUQA5,a0I2A00000XwOI9UAN
0012A00002AXHJUQA5,a0I2A00000XwON2UAN
0012A00002AXHJUQA5,a0I2A00000XwQ9nUAF
0012A00002AXHJUQA5,a0I2A00000XwQcpUAF
0012A00002AXHJUQA5,a0I2A00000XQGMNUA5
0012A00002AXHJUQA5,a0I2A00000XQKOoUAP
0012A00002AXHJUQA5,a0I2A00000XQXXOUA5
0012A00002AXHJUQA5,a0I2A00000XuU6bUAF
0012A00002AXHJUQA5,a0I2A00000XwU9aUAF
0012A00002AXHJUQA5,a0I2A00000XwV2nUAF
0012A00002AXHJUQA5,a0I2A00000XwWPpUAN
0012A00002AXHJUQA5,a0I2A00000XwbunUAB
0012A00002AXHJUQA5,a0I2A00000Xwbz8UAB
0012A00002AXHJUQA5,a0I2A00000Xwcz4UAB
0012A00002AXHJUQA5,a0I2A00000XwfQhUAJ
0012A00002AXHJUQA5,a0I2A00000XwgX7UAJ
0012A00002AXHJUQA5,a0I2A00000XwuXwUAJ
0012A00002AXHJUQA5,a0I2A00000XxItzUAF
0012A00002AXHJUQA5,a0I2A00000XxcekUAB
0012A00002AXHJUQA5,a0I2A00000XxlXBUAZ
0012A00002AXHJUQA5,a0I2A00000XxlWqUAJ
0012A00002AXHJUQA5,a0I2A00000XxlWsUAJ
0012A00002AXHJUQA5,a0I2A00000XxlWwUAJ
0012A00002AXHJUQA5,a0I2A00000XxlX5UAJ
0012A00002AXHJUQA5,a0I2A00000XxooBUAR
0012A00002AXHJUQA5,a0I2A00000Xy4laUAB
0012A00002AXHJUQA5,a0I2A00000XyILGUA3
0012A00002AXHJUQA5,a0I2A00000YFMguUAH
0012A00002AXHJUQA5,a0I2A00000YGNiLUAX
0012A00002AXHJUQA5,a0I2A00000YGW3pUAH
0012A00002AXHJUQA5,a0I2A00000YGcP2UAL
0012A00002AXHJUQA5,a0I2A00000YH97WUAT
0012A00002AXHJUQA5,a0I2A00000YHQElUAP
0012A00002AXHJUQA5,a0I2A00000YHiwKUAT
0012A00002AXHJUQA5,a0I2A00000YHj3aUAD
0012A00002AXHJUQA5,a0I2A00000YHjEcUAL
0012A00002AXHJUQA5,a0I2A00000YHjLrUAL
0012A00002AXHJUQA5,a0I2A00000YHqCQUA1
0012A00002AXHJUQA5,a0I2A00000YI6vNUAT
0012A00002AXHJUQA5,a0I2A00000YIKYmUAP
0012A00002AXHJUQA5,a0I2A00000YILN5UAP
0012A00002AXHJUQA5,a0I2A00000YILNHUA5
0012A00002AXHJUQA5,a0I2A00000YILy8UAH
0012A00002AXHJUQA5,a0I2A00000YIMDyUAP
0012A00002AXHJUQA5,a0I2A00000YIR37UAH
0012A00002AXHJUQA5,a0I2A00000YIR4cUAH
0012A00002AXHJUQA5,a0I2A00000YJ8JGUA1
0012A00002AXHJUQA5,a0I2A00000XQYokUAH
0012A00002AXHJUQA5,a0I2A00000XuU3wUAF
0012A00002AXHJUQA5,a0I2A00000XwUTeUAN
0012A00002AXHJUQA5,a0I2A00000YSbiKUAT
0012A00002AXHJUQA5,a0I2A00000YSbmkUAD
0012A00002AXHJUQA5,a0I2A00000ZGvJ4UAL
0012A00002AXHJUQA5,a0I2A00000ZGvLqUAL
0012A00002AXHJUQA5,a0I2A00000XQGLCUA5
0012A00002AXHJUQA5,a0I2A00000XQGhgUAH
0012A00002AXHJUQA5,a0I2A00000XQH0bUAH
0012A00002AXHJUQA5,a0I2A00000XQH59UAH
0012A00002AXHJUQA5,a0I2A00000XQHCqUAP
0012A00002AXHJUQA5,a0I2A00000XQIKgUAP
0012A00002AXHJUQA5,a0I2A00000XQIDeUAP
0012A00002AXHJUQA5,a0I2A00000XQITsUAP
0012A00002AXHJUQA5,a0I2A00000XQIOYUA5
0012A00002AXHJUQA5,a0I2A00000XQIXXUA5
0012A00002AXHJUQA5,a0I2A00000XQJAiUAP
0012A00002AXHJUQA5,a0I2A00000XQJEEUA5
0012A00002AXHJUQA5,a0I2A00000XQJGdUAP
0012A00002AXHJUQA5,a0I2A00000XQJjXUAX
0012A00002AXHJUQA5,a0I2A00000XQJy5UAH
0012A00002AXHJUQA5,a0I2A00000XQKalUAH
0012A00002AXHJUQA5,a0I2A00000XQKk3UAH
0012A00002AXHJUQA5,a0I2A00000XQKueUAH
0012A00002AXHJUQA5,a0I2A00000XQKyCUAX
0012A00002AXHJUQA5,a0I2A00000XQL92UAH
0012A00002AXHJUQA5,a0I2A00000XQLNzUAP
0012A00002AXHJUQA5,a0I2A00000XQLMkUAP
0012A00002AXHJUQA5,a0I2A00000XQLTyUAP
0012A00002AXHJUQA5,a0I2A00000XQM0NUAX
0012A00002AXHJUQA5,a0I2A00000XQM7rUAH
0012A00002AXHJUQA5,a0I2A00000XQRQRUA5
0012A00002AXHJUQA5,a0I2A00000XQSyoUAH
0012A00002AXHJUQA5,a0I2A00000XQUfdUAH
0012A00002AXHJUQA5,a0I2A00000XQWtiUAH
0012A00002AXHJUQA5,a0I2A00000XQWswUAH
0012A00002AXHJUQA5,a0I2A00000XQbdwUAD
0012A00002AXHJUQA5,a0I2A00000XQeisUAD
0012A00002AXHJUQA5,a0I2A00000XQetEUAT
0012A00002AXHJUQA5,a0I2A00000XQhT9UAL
0012A00002AXHJUQA5,a0I2A00000XQhnoUAD
0012A00002AXHJUQA5,a0I2A00000XQhpRUAT
0012A00002AXHJUQA5,a0I2A00000XQiluUAD
0012A00002AXHJUQA5,a0I2A00000XuFLAUA3
0012A00002AXHJUQA5,a0I2A00000XuLuxUAF
0012A00002AXHJUQA5,a0I2A00000XuMAiUAN
0012A00002AXHJUQA5,a0I2A00000XuPCbUAN
0012A00002AXHJUQA5,a0I2A00000XuQ66UAF
0012A00002AXHJUQA5,a0I2A00000XuQSrUAN
0012A00002AXHJUQA5,a0I2A00000XuRY2UAN
0012A00002AXHJUQA5,a0I2A00000XuX3JUAV
0012A00002AXHJUQA5,a0I2A00000XuX3MUAV
0012A00002AXHJUQA5,a0I2A00000XQIbbUAH
0012A00002AXHJUQA5,a0I2A00000XQIkaUAH
0012A00002AXHJUQA5,a0I2A00000XQIhfUAH
0012A00002AXHJUQA5,a0I2A00000XQLS2UAP
0012A00002AXHJUQA5,a0I2A00000XQLiHUAX
0012A00002AXHJUQA5,a0I2A00000Xuf8nUAB
0012A00002AXHJUQA5,a0I2A00000XwL6xUAF
0012A00002AXHJUQA5,a0I2A00000XQHEIUA5
0012A00002AXHJUQA5,a0I2A00000XQISLUA5
0012A00002AXHJUQA5,a0I2A00000XwSzVUAV
0012A00002AXHJUQA5,a0I2A00000XxLvlUAF
0012A00002AXHJUQA5,a0I2A00000XxM8FUAV
0012A00002AXHJUQA5,a0I2A00000XxMCrUAN
0012A00002AXHJUQA5,a0I2A00000XxMXwUAN
0012A00002AXHJUQA5,a0I2A00000XxMbVUAV
0012A00002AXHJUQA5,a0I2A00000XxMlwUAF
0012A00002AXHJUQA5,a0I2A00000XxN6JUAV
0012A00002AXHJUQA5,a0I2A00000XxNDrUAN
0012A00002AXHJUQA5,a0I2A00000XxNdUUAV
0012A00002AXHJUQA5,a0I2A00000XxNlrUAF
0012A00002AXHJUQA5,a0I2A00000XxNrFUAV
0012A00002AXHJUQA5,a0I2A00000XxnvGUAR
0012A00002AXHJUQA5,a0I2A00000YG3SwUAL
0012A00002AXHJUQA5,a0I2A00000YG3WbUAL
0012A00002AXHJUQA5,a0I2A00000YG3WhUAL
0012A00002AXHJUQA5,a0I2A00000YG3aXUAT
0012A00002AXHJUQA5,a0I2A00000YG3Z1UAL
0012A00002AXHJUQA5,a0I2A00000YG3ckUAD
0012A00002AXHJUQA5,a0I2A00000YGwFVUA1
0012A00002AXHJUQA5,a0I2A00000YH85LUAT
0012A00002AXHJUQA5,a0I2A00000YH899UAD
0012A00002AXHJUQA5,a0I2A00000YHLLBUA5
0012A00002AXHJUQA5,a0I2A00000YHMbaUAH
0012A00002AXHJUQA5,a0I2A00000YHMiwUAH
0012A00002AXHJUQA5,a0I2A00000YHOx0UAH
0012A00002AXHJUQA5,a0I2A00000YHOqDUAX
0012A00002AXHJUQA5,a0I2A00000YHR3SUAX
0012A00002AXHJUQA5,a0I2A00000YHR5mUAH
0012A00002AXHJUQA5,a0I2A00000XQKtbUAH
0012A00002AXHJUQA5,a0I2A00000XQNHZUA5
0012A00002AXHJUQA5,a0I2A00000XuQKYUA3
0012A00002AXHJUQA5,a0I2A00000XQKtoUAH
0012A00002AXHJUQA5,a0I2A00000XuNwYUAV
0012A00002AXHJUQA5,a0I2A00000XwMJHUA3
0012A00002AXHJUQA5,a0I2A00000XwPqfUAF
0012A00002AXHJUQA5,a0I2A00000XQGncUAH
0012A00002AXHJUQA5,a0I2A00000XQGsJUAX
0012A00002AXHJUQA5,a0I2A00000XQGtqUAH
0012A00002AXHJUQA5,a0I2A00000XQH3yUAH
0012A00002AXHJUQA5,a0I2A00000XQH2DUAX
0012A00002AXHJUQA5,a0I2A00000XQHLEUA5
0012A00002AXHJUQA5,a0I2A00000XQHOSUA5
0012A00002AXHJUQA5,a0I2A00000XQHX7UAP
0012A00002AXHJUQA5,a0I2A00000XQHg0UAH
0012A00002AXHJUQA5,a0I2A00000XQHiPUAX
0012A00002AXHJUQA5,a0I2A00000XQI39UAH
0012A00002AXHJUQA5,a0I2A00000XQI6lUAH
0012A00002AXHJUQA5,a0I2A00000XQIGoUAP
0012A00002AXHJUQA5,a0I2A00000XQIPeUAP
0012A00002AXHJUQA5,a0I2A00000XQIYfUAP
0012A00002AXHJUQA5,a0I2A00000XQIZ3UAP
0012A00002AXHJUQA5,a0I2A00000XQIZpUAP
0012A00002AXHJUQA5,a0I2A00000XQIhhUAH
0012A00002AXHJUQA5,a0I2A00000XQJ0ZUAX
0012A00002AXHJUQA5,a0I2A00000XQJEbUAP
0012A00002AXHJUQA5,a0I2A00000XQJVVUA5
0012A00002AXHJUQA5,a0I2A00000XQK6eUAH
0012A00002AXHJUQA5,a0I2A00000XQK7iUAH
0012A00002AXHJUQA5,a0I2A00000XQK9aUAH
0012A00002AXHJUQA5,a0I2A00000XQKIoUAP
0012A00002AXHJUQA5,a0I2A00000XQKIhUAP
0012A00002AXHJUQA5,a0I2A00000XQKaRUAX
0012A00002AXHJUQA5,a0I2A00000XQKTTUA5
0012A00002AXHJUQA5,a0I2A00000XQKh5UAH
0012A00002AXHJUQA5,a0I2A00000XQKkSUAX
0012A00002AXHJUQA5,a0I2A00000XQKnlUAH
0012A00002AXHJUQA5,a0I2A00000XQKtnUAH
0012A00002AXHJUQA5,a0I2A00000XQKuuUAH
0012A00002AXHJUQA5,a0I2A00000XQLVbUAP
0012A00002AXHJUQA5,a0I2A00000XQLk0UAH
0012A00002AXHJUQA5,a0I2A00000XQM3OUAX
0012A00002AXHJUQA5,a0I2A00000XQMBQUA5
0012A00002AXHJUQA5,a0I2A00000XQNjuUAH
0012A00002AXHJUQA5,a0I2A00000XQPBsUAP
0012A00002AXHJUQA5,a0I2A00000XQPs2UAH
0012A00002AXHJUQA5,a0I2A00000XQPtJUAX
0012A00002AXHJUQA5,a0I2A00000XQSrqUAH
0012A00002AXHJUQA5,a0I2A00000XQT8hUAH
0012A00002AXHJUQA5,a0I2A00000XQUa9UAH
0012A00002AXHJUQA5,a0I2A00000XQV3HUAX
0012A00002AXHJUQA5,a0I2A00000XQVoLUAX
0012A00002AXHJUQA5,a0I2A00000XQWvGUAX
0012A00002AXHJUQA5,a0I2A00000XQXqhUAH
0012A00002AXHJUQA5,a0I2A00000XQY4CUAX
0012A00002AXHJUQA5,a0I2A00000XQYJXUA5
0012A00002AXHJUQA5,a0I2A00000XQYe0UAH
0012A00002AXHJUQA5,a0I2A00000XQZI9UAP
0012A00002AXHJUQA5,a0I2A00000XQZhoUAH
0012A00002AXHJUQA5,a0I2A00000XQcDYUA1
0012A00002AXHJUQA5,a0I2A00000XQcoJUAT
0012A00002AXHJUQA5,a0I2A00000XQdYtUAL
0012A00002AXHJUQA5,a0I2A00000XQe6SUAT
0012A00002AXHJUQA5,a0I2A00000XQe7bUAD
0012A00002AXHJUQA5,a0I2A00000XQfeLUAT
0012A00002AXHJUQA5,a0I2A00000XQioZUAT
0012A00002AXHJUQA5,a0I2A00000XuPgSUAV
0012A00002AXHJUQA5,a0I2A00000XQjfDUAT
0012A00002AXHJUQA5,a0I2A00000XQjg0UAD
0012A00002AXHJUQA5,a0I2A00000XQjg8UAD
0012A00002AXHJUQA5,a0I2A00000XQl9ZUAT
0012A00002AXHJUQA5,a0I2A00000XQl6CUAT
0012A00002AXHJUQA5,a0I2A00000XQle5UAD
0012A00002AXHJUQA5,a0I2A00000XQltDUAT
0012A00002AXHJUQA5,a0I2A00000Xu9VMUAZ
0012A00002AXHJUQA5,a0I2A00000Xu9ZxUAJ
0012A00002AXHJUQA5,a0I2A00000Xu9oyUAB
0012A00002AXHJUQA5,a0I2A00000XuAsJUAV
0012A00002AXHJUQA5,a0I2A00000XuBwOUAV
0012A00002AXHJUQA5,a0I2A00000XuC10UAF
0012A00002AXHJUQA5,a0I2A00000XuDjaUAF
0012A00002AXHJUQA5,a0I2A00000XuDm9UAF
0012A00002AXHJUQA5,a0I2A00000XuEMkUAN
0012A00002AXHJUQA5,a0I2A00000XuI5QUAV
0012A00002AXHJUQA5,a0I2A00000XuI6dUAF
0012A00002AXHJUQA5,a0I2A00000XuIPoUAN
0012A00002AXHJUQA5,a0I2A00000XuMkTUAV
0012A00002AXHJUQA5,a0I2A00000XuNdEUAV
0012A00002AXHJUQA5,a0I2A00000XuO4dUAF
0012A00002AXHJUQA5,a0I2A00000XuPPbUAN
0012A00002AXHJUQA5,a0I2A00000XuPgAUAV
0012A00002AXHJUQA5,a0I2A00000XuPgBUAV
0012A00002AXHJUQA5,a0I2A00000XuR0yUAF
0012A00002AXHJUQA5,a0I2A00000XuS76UAF
0012A00002AXHJUQA5,a0I2A00000XuT3yUAF
0012A00002AXHJUQA5,a0I2A00000XuTQfUAN
0012A00002AXHJUQA5,a0I2A00000XuTcGUAV
0012A00002AXHJUQA5,a0I2A00000XuUCdUAN
0012A00002AXHJUQA5,a0I2A00000XuVTLUA3
0012A00002AXHJUQA5,a0I2A00000XuWmXUAV
0012A00002AXHJUQA5,a0I2A00000XuYGpUAN
0012A00002AXHJUQA5,a0I2A00000XuYN5UAN
0012A00002AXHJUQA5,a0I2A00000XuYUDUA3
0012A00002AXHJUQA5,a0I2A00000XuRUoUAN
0012A00002AXHJUQA5,a0I2A00000XwiNQUAZ
0012A00002AXHJUQA5,a0I2A00000XwiQFUAZ
0012A00002AXHJUQA5,a0I2A00000XxRDeUAN
0012A00002AXHJUQA5,a0I2A00000YFhTkUAL
0012A00002AXHJUQA5,a0I2A00000YG2gXUAT
0012A00002AXHJUQA5,a0I2A00000YG2m5UAD
0012A00002AXHJUQA5,a0I2A00000YGXdlUAH
0012A00002AXHJUQA5,a0I2A00000YGYiBUAX
0012A00002AXHJUQA5,a0I2A00000YGZWuUAP
0012A00002AXHJUQA5,a0I2A00000YGaLiUAL
0012A00002AXHJUQA5,a0I2A00000YGb5uUAD
0012A00002AXHJUQA5,a0I2A00000YGbiYUAT
0012A00002AXHJUQA5,a0I2A00000YGblrUAD
0012A00002AXHJUQA5,a0I2A00000YGcLxUAL
0012A00002AXHJUQA5,a0I2A00000YGcOwUAL
0012A00002AXHJUQA5,a0I2A00000YGnWeUAL
0012A00002AXHJUQA5,a0I2A00000YGprZUAT
0012A00002AXHJUQA5,a0I2A00000YGv8DUAT
0012A00002AXHJUQA5,a0I2A00000YI8OpUAL
0012A00002AXHJUQA5,a0I2A00000YIGE0UAP
0012A00002AXHJUQA5,a0I2A00000YIGHRUA5
0012A00002AXHJUQA5,a0I2A00000YIIbvUAH
0012A00002AXHJUQA5,a0I2A00000YIIfQUAX
0012A00002AXHJUQA5,a0I2A00000YIIgGUAX
0012A00002AXHJUQA5,a0I2A00000YIIh9UAH
0012A00002AXHJUQA5,a0I2A00000YIel5UAD
0012A00002AXHJUQA5,a0I2A00000YIf9jUAD
0012A00002AXHJUQA5,a0I2A00000YGezdUAD
0012A00002AXHJUQA5,a0I2A00000Y5vxaUAB
0012A00002AXHJUQA5,a0I2A00000XQHH9UAP
0012A00002AXHJUQA5,a0I2A00000XQhM9UAL
0012A00002AXHJUQA5,a0I2A00000XuJTqUAN
0012A00002AXHJUQA5,a0I2A00000XuLkiUAF
0012A00002AXHJUQA5,a0I2A00000XQLLoUAP
0012A00002AXHJUQA5,a0I2A00000XwIltUAF
0012A00002AXHJUQA5,a0I2A00000XQfERUA1
0012A00002AXHJUQA5,a0I2A00000ZGgh9UAD
0012A00002AXHJUQA5,a0I2A00000ZGiRFUA1
0012A00002AXHJUQA5,a0I2A00000ZGiv9UAD
0012A00002AXHJUQA5,a0I2A00000XQktyUAD
0012A00002AXHJUQA5,a0I2A00000Xu9QGUAZ
